---------------------------------------------------------------
|Name                                              |Effekt    |
|STAR WARS™ Battlefront (Classic, 2004)            |Positive  |
|Black Mesa                                        |Positive  |
|Stationeers                                       |Positive  |
|LEGO® Marvel Super Heroes 2                       |Positive  |
|Who's Your Daddy                                  |Positive  |
|Unturned                                          |Positive  |
|Warhammer 40,000: Space Marine                    |Positive  |
|Substance Painter 2019                            |Positive  |
|Project: Gorgon                                   |Positive  |
|Talisman: Digital Edition                         |Positive  |
|HELLDIVERS™ A New Hell Edition                    |Positive  |
|VR Dungeon Knight                                 |Positive  |
|MAXIMUM Action                                    |Positive  |
|Rick and Morty: Virtual Rick-ality                |Positive  |
|NARUTO SHIPPUDEN: Ultimate Ninja STORM 4          |Positive  |
|Mortal Kombat X                                   |Positive  |
|Hello Neighbor                                    |Positive  |
|Space Pirate Trainer                              |Positive  |
|Age of Wonders III                                |Positive  |
|Five Nights at Freddy's 4                         |Positive  |
|BioShock™                                         |Positive  |
|Total War: EMPIRE - Definitive Edition            |Positive  |
|Outlaws of the Old West                           |Positive  |
|Torchlight II                                     |Positive  |
|Star Trek Timelines                               |Positive  |
|Sairento VR                                       |Positive  |
|Another Brick in The Mall                         |Positive  |
|Battle Brothers & All DLC                         |Positive  |
|Command: Modern Air / Naval Operations WOTY       |Positive  |
|Amazing Frog?                                     |Positive  |
|Budget Cuts                                       |Positive  |
|Railway Empire                                    |Positive  |
|SimCity™ 4 Deluxe Edition                         |Positive  |
|AdVenture Capitalist                              |Positive  |
|Five Nights at Freddy's: Sister Location          |Positive  |
|SpellForce 3 Loyalty Pack                         |Positive  |
|Lethal League Blaze                               |Positive  |
|ABZU                                              |Positive  |
|Flashing Lights - Police, Firefighting, Emergency Services Simulator (警情，消防，急救)|Positive  |
|STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™|Positive  |
|Crash Bandicoot™ N. Sane Trilogy                  |Positive  |
